Activity Date,Process Date,Settle Date,Account Type,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed,Running Balance
05/11/2022,05/11/2022,05/11/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$2.02,N,$3.87
05/11/2022,05/11/2022,05/11/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($2.02),N,$1.85
05/10/2022,05/10/2022,05/11/2022,Margin,FB,FB 2022-05-20 Call $230.00,BTO,1,$0.44,($44.00),N,$3.87
05/10/2022,05/10/2022,05/10/2022,Margin,,ACH Deposit,ACH,--,,$10.00,N,$47.87
05/10/2022,05/10/2022,05/11/2022,Margin,IBM,IBM 2022-05-20 Call $145.00,STC,-4,$0.08,$31.98,N,$37.87
05/09/2022,05/09/2022,05/09/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$8.00,N,$5.89
05/09/2022,05/09/2022,05/09/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($8.00),N,($2.11)
05/06/2022,05/06/2022,05/09/2022,Margin,IBM,IBM 2022-05-20 Call $145.00,BTO,4,$0.27,($108.00),N,$5.89
05/06/2022,05/06/2022,05/06/2022,Margin,,ACH Deposit,ACH,--,,$100.00,N,$113.89
05/06/2022,05/06/2022,05/06/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$5.00,N,$13.89
05/06/2022,05/06/2022,05/06/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($5.00),N,$8.89
05/06/2022,05/06/2022,05/06/2022,Margin,,Gold Fee,GOLD,--,,($5.00),N,$13.89
05/06/2022,05/06/2022,05/06/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$15.98,N,$18.89
05/06/2022,05/06/2022,05/06/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($15.98),N,$2.91
05/05/2022,05/05/2022,05/06/2022,Margin,FB,FB 2022-05-06 Call $237.50,STC,-4,$0.04,$15.98,N,$18.89
05/05/2022,05/05/2022,05/05/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$73.02,N,$2.91
05/05/2022,05/05/2022,05/05/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($73.02),N,($70.11)
05/04/2022,05/04/2022,05/05/2022,Margin,FB,FB 2022-05-06 Call $237.50,BTO,4,$0.14,($56.00),N,$2.91
05/04/2022,05/04/2022,05/05/2022,Margin,INTC,INTC 2022-05-20 Put $42.00,STC,-1,$0.46,$45.98,N,$58.91
05/04/2022,05/04/2022,05/05/2022,Margin,INTC,INTC 2022-05-20 Put $42.00,BTO,1,$0.63,($63.00),N,$12.93
05/03/2022,05/03/2022,05/03/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$74.98,N,$75.93
05/03/2022,05/03/2022,05/03/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($74.98),N,$0.95
05/02/2022,05/02/2022,05/03/2022,Margin,IBM,IBM 2022-05-20 Call $145.00,STC,-5,$0.15,$74.98,N,$75.93
04/29/2022,04/29/2022,05/02/2022,Margin,--,Option Expiration for IBM 2022-04-29 call $139.00,OEXP,1S,,--,N,$0.95
04/29/2022,04/29/2022,04/29/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$10.00,N,$0.95
04/29/2022,04/29/2022,04/29/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($10.00),N,($9.05)
04/28/2022,04/28/2022,04/29/2022,Margin,IBM,IBM 2022-04-29 Call $139.00,BTO,1,$0.10,($10.00),N,$0.95
04/27/2022,04/27/2022,04/27/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$10.00,N,$10.95
04/27/2022,04/27/2022,04/27/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($10.00),N,$0.95
04/26/2022,04/26/2022,04/27/2022,Margin,IBM,IBM 2022-05-20 Call $145.00,BTO,2,$0.70,($140.00),N,$10.95
04/26/2022,04/26/2022,04/26/2022,Margin,,ACH Deposit,ACH,--,,$150.00,N,$150.95
04/25/2022,04/25/2022,04/25/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$100.00,N,$0.95
04/25/2022,04/25/2022,04/25/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($100.00),N,($99.05)
04/22/2022,04/22/2022,04/25/2022,Margin,IBM,IBM 2022-05-20 Call $145.00,BTO,1,$1.00,($100.00),N,$0.95
04/22/2022,04/22/2022,04/22/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$100.95,N,$100.95
04/22/2022,04/22/2022,04/22/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($100.95),N,$0.00
04/21/2022,04/21/2022,04/22/2022,Margin,IBM,IBM 2022-04-22 Call $144.00,STC,-10,$0.10,$99.97,N,$100.95
04/21/2022,04/21/2022,04/22/2022,Margin,IBM,IBM 2022-04-22 Call $144.00,BTO,8,$0.16,($128.00),N,$0.98
04/21/2022,04/21/2022,04/22/2022,Margin,IBM,IBM 2022-04-22 Call $144.00,BTO,1,$0.16,($16.00),N,$128.98
04/21/2022,04/21/2022,04/22/2022,Margin,IBM,IBM 2022-04-22 Call $144.00,BTO,1,$0.16,($16.00),N,$144.98
04/21/2022,04/21/2022,04/22/2022,Margin,IBM,IBM 2022-04-22 Call $142.00,STC,-3,$0.52,$155.98,N,$160.98
04/21/2022,04/21/2022,04/22/2022,Margin,IBM,IBM 2022-04-22 Call $142.00,BTO,3,$0.65,($195.00),N,$5.00
04/21/2022,04/21/2022,04/21/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$10.77,N,$200.00
04/21/2022,04/21/2022,04/21/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($10.77),N,$189.23
04/21/2022,04/21/2022,04/21/2022,Margin,,ACH Withdrawal,ACH,--,,($202.75),N,$200.00
04/21/2022,04/21/2022,04/22/2022,Margin,IBM,IBM 2022-05-20 Call $145.00,BTO,2,$1.22,($244.00),N,$402.75
04/21/2022,04/21/2022,04/22/2022,Margin,IBM,IBM 2022-05-20 Call $142.00,STC,-3,$2.12,$635.98,N,$646.75
04/21/2022,04/21/2022,04/21/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$10.00,N,$10.77
04/21/2022,04/21/2022,04/21/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($10.00),N,$0.77
04/20/2022,04/20/2022,04/20/2022,Margin,,ACH Deposit,ACH,--,,$10.00,N,$10.77
04/20/2022,04/20/2022,04/21/2022,Margin,IBM,IBM 2022-05-20 Call $142.00,BTO,1,$0.90,($90.00),N,$0.77
04/20/2022,04/20/2022,04/20/2022,Margin,,ACH Deposit,ACH,--,,$50.00,N,$90.77
04/20/2022,04/20/2022,04/21/2022,Margin,IBM,IBM 2022-05-20 Call $142.00,BTO,2,$0.80,($160.00),N,$40.77
04/20/2022,04/20/2022,04/20/2022,Margin,,ACH Deposit,ACH,--,,$200.00,N,$200.77
04/14/2022,04/14/2022,04/18/2022,Margin,--,Option Expiration for ROKU 2022-04-14 call $142.00,OEXP,21S,,--,N,$0.77
04/14/2022,04/14/2022,04/18/2022,Margin,--,Option Expiration for IBM 2022-04-14 call $145.00,OEXP,1S,,--,N,$0.77
04/13/2022,04/13/2022,04/13/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$43.00,N,$0.77
04/13/2022,04/13/2022,04/13/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($43.00),N,($42.23)
04/12/2022,04/12/2022,04/13/2022,Margin,ROKU,ROKU 2022-04-14 Call $142.00,BTO,1,$0.03,($3.00),N,$0.77
04/12/2022,04/12/2022,04/13/2022,Margin,ROKU,ROKU 2022-04-14 Call $142.00,BTO,1,$0.02,($2.00),N,$3.77
04/12/2022,04/12/2022,04/13/2022,Margin,ROKU,ROKU 2022-04-14 Call $142.00,BTO,5,$0.02,($10.00),N,$5.77
04/12/2022,04/12/2022,04/13/2022,Margin,ROKU,ROKU 2022-04-14 Call $142.00,BTO,14,$0.02,($28.00),N,$15.77
04/06/2022,04/06/2022,04/06/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$5.00,N,$43.77
04/06/2022,04/06/2022,04/06/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($5.00),N,$38.77
04/06/2022,04/06/2022,04/06/2022,Margin,,Gold Fee,GOLD,--,,($5.00),N,$43.77
04/06/2022,04/06/2022,04/06/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$39.96,N,$48.77
04/06/2022,04/06/2022,04/06/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($39.96),N,$8.81
04/05/2022,04/05/2022,04/06/2022,Margin,DKNG,DKNG 2022-04-08 Call $22.00,STC,-1,$0.10,$9.98,N,$48.77
04/05/2022,04/05/2022,04/06/2022,Margin,DKNG,DKNG 2022-04-08 Call $22.00,STC,-3,$0.10,$29.98,N,$38.79
04/05/2022,04/05/2022,04/05/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$24.00,N,$8.81
04/05/2022,04/05/2022,04/05/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($24.00),N,($15.19)
04/04/2022,04/04/2022,04/05/2022,Margin,DKNG,DKNG 2022-04-08 Call $22.00,BTO,2,$0.22,($44.00),N,$8.81
04/04/2022,04/04/2022,04/05/2022,Margin,DKNG,DKNG 2022-04-08 Call $22.00,BTO,2,$0.22,($44.00),N,$52.81
04/04/2022,04/04/2022,04/04/2022,Margin,,ACH Deposit,ACH,--,,$12.00,N,$96.81
04/04/2022,04/04/2022,04/04/2022,Margin,,ACH Deposit,ACH,--,,$52.00,N,$84.81
04/01/2022,04/01/2022,04/04/2022,Margin,--,Option Expiration for IBM 2022-04-01 call $137.00,OEXP,1S,,--,N,$32.81
03/31/2022,03/31/2022,03/31/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$28.95,N,$32.81
03/31/2022,03/31/2022,03/31/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($28.95),N,$3.86
03/30/2022,03/30/2022,03/31/2022,Margin,IBM,IBM 2022-04-01 Call $137.00,BTO,1,$0.01,($1.00),N,$32.81
03/30/2022,03/30/2022,03/31/2022,Margin,IBM,IBM 2022-04-01 Call $136.00,STC,-11,$0.02,$21.97,N,$33.81
03/30/2022,03/30/2022,03/31/2022,Margin,IBM,IBM 2022-04-01 Call $136.00,STC,-4,$0.02,$7.98,N,$11.84
03/28/2022,03/28/2022,03/28/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$2.00,N,$3.86
03/28/2022,03/28/2022,03/28/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($2.00),N,$1.86
03/25/2022,03/25/2022,03/28/2022,Margin,--,Option Expiration for JD 2022-03-25 call $70.00,OEXP,2S,,--,N,$3.86
03/25/2022,03/25/2022,03/28/2022,Margin,IBM,IBM 2022-04-01 Call $136.00,BTO,15,$0.10,($150.00),N,$3.86
03/25/2022,03/25/2022,03/25/2022,Margin,,ACH Deposit,ACH,--,,$150.00,N,$153.86
03/25/2022,03/25/2022,03/28/2022,Margin,IBM,IBM 2022-04-14 Call $145.00,BTO,1,$0.06,($6.00),N,$3.86
03/25/2022,03/25/2022,03/25/2022,Margin,,ACH Deposit,ACH,--,,$8.00,N,$9.86
03/24/2022,03/24/2022,03/24/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$154.00,N,$1.86
03/24/2022,03/24/2022,03/24/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($154.00),N,($152.14)
03/23/2022,03/23/2022,03/24/2022,Margin,JD,JD 2022-03-25 Call $70.00,BTO,2,$0.77,($154.00),N,$1.86
03/21/2022,03/21/2022,03/21/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$155.86,N,$155.86
03/21/2022,03/21/2022,03/21/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($155.86),N,$0.00
03/18/2022,03/18/2022,03/21/2022,Margin,GOOGL,"GOOGL 2022-03-18 Call $2,720.00",STC,-1,$1.50,$149.98,N,$155.86
03/18/2022,03/18/2022,03/21/2022,Margin,GOOGL,"GOOGL 2022-03-18 Call $2,720.00",BTO,1,$1.80,($180.00),N,$5.88
03/18/2022,03/18/2022,03/21/2022,Margin,GOOGL,"GOOGL 2022-03-18 Call $2,725.00",STC,-1,$1.05,$104.98,N,$185.88
03/17/2022,03/17/2022,03/18/2022,Margin,GOOGL,"GOOGL 2022-03-18 Call $2,725.00",BTO,1,$2.20,($220.00),N,$80.90
03/17/2022,03/17/2022,03/17/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$0.94,N,$300.90
03/17/2022,03/17/2022,03/17/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($0.94),N,$299.96
03/17/2022,03/17/2022,03/17/2022,Margin,,ACH Withdrawal,ACH,--,,($200.00),N,$300.90
03/17/2022,03/17/2022,03/18/2022,Margin,AMZN,"AMZN 2022-03-18 Call $3,190.00",STC,-1,$5.00,$499.98,N,$500.90
03/17/2022,03/17/2022,03/18/2022,Margin,AMZN,"AMZN 2022-03-18 Call $3,190.00",BTO,1,$2.30,($230.00),N,$0.92
03/17/2022,03/17/2022,03/18/2022,Margin,AMZN,"AMZN 2022-03-18 Call $3,235.00",STC,-1,$2.30,$229.98,N,$230.92
03/17/2022,03/17/2022,03/17/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$4.04,N,$0.94
03/17/2022,03/17/2022,03/17/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($4.04),N,($3.10)
03/16/2022,03/16/2022,03/17/2022,Margin,AMZN,"AMZN 2022-03-18 Call $3,235.00",BTO,1,$1.04,($104.00),N,$0.94
03/16/2022,03/16/2022,03/17/2022,Margin,AMZN,"AMZN 2022-03-18 Call $3,240.00",STC,-1,$1.00,$99.98,N,$104.94
03/16/2022,03/16/2022,03/17/2022,Margin,AMZN,"AMZN 2022-03-18 Call $3,240.00",BTO,1,$1.24,($124.00),N,$4.96
03/16/2022,03/16/2022,03/16/2022,Margin,,ACH Deposit,ACH,--,,$10.00,N,$128.96
03/16/2022,03/16/2022,03/17/2022,Margin,INTC,INTC 2022-04-01 Put $42.50,STC,-3,$0.38,$113.98,N,$118.96
03/16/2022,03/16/2022,03/16/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$3.00,N,$4.98
03/16/2022,03/16/2022,03/16/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($3.00),N,$1.98
03/15/2022,03/15/2022,03/16/2022,Margin,INTC,INTC 2022-04-01 Put $42.50,BTO,3,$0.74,($222.00),N,$4.98
03/15/2022,03/15/2022,03/15/2022,Margin,,ACH Deposit,ACH,--,,$5.00,N,$226.98
03/15/2022,03/15/2022,03/15/2022,Margin,,ACH Deposit,ACH,--,,$220.00,N,$221.98
03/11/2022,03/11/2022,03/14/2022,Margin,--,Option Expiration for QCOM 2022-03-11 call $175.00,OEXP,2S,,--,N,$1.98
03/08/2022,03/08/2022,03/08/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$1.98,N,$1.98
03/08/2022,03/08/2022,03/08/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($1.98),N,$0.00
03/07/2022,03/07/2022,03/08/2022,Margin,QCOM,QCOM 2022-03-11 Call $175.00,BTO,1,$0.24,($24.00),N,$1.98
03/07/2022,03/07/2022,03/07/2022,Margin,,ACH Deposit,ACH,--,,$30.00,N,$25.98
03/07/2022,03/07/2022,03/07/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$0.98,N,($4.02)
03/07/2022,03/07/2022,03/07/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($0.98),N,($5.00)
03/07/2022,03/07/2022,03/07/2022,Margin,,Gold Fee,GOLD,--,,($5.00),N,($4.02)
03/04/2022,03/04/2022,03/07/2022,Margin,--,Option Expiration for TTD 2022-03-04 call $91.00,OEXP,2S,,--,N,$0.98
03/04/2022,03/04/2022,03/07/2022,Margin,QCOM,QCOM 2022-03-11 Call $175.00,BTO,1,$0.60,($60.00),N,$0.98
03/04/2022,03/04/2022,03/04/2022,Margin,,ACH Deposit,ACH,--,,$60.00,N,$60.98
03/02/2022,03/02/2022,03/02/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$1.02,N,$0.98
03/02/2022,03/02/2022,03/02/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($1.02),N,($0.04)
03/01/2022,03/01/2022,03/02/2022,Margin,TTD,TTD 2022-03-04 Call $91.00,BTO,1,$0.61,($61.00),N,$0.98
03/01/2022,03/01/2022,03/01/2022,Margin,,ACH Deposit,ACH,--,,$20.00,N,$61.98
03/01/2022,03/01/2022,03/02/2022,Margin,TTD,TTD 2022-03-04 Call $91.00,BTO,1,$0.60,($60.00),N,$41.98
03/01/2022,03/01/2022,03/02/2022,Margin,TTD,TTD 2022-03-04 Call $91.00,STC,-2,$0.50,$99.98,N,$101.98
03/01/2022,03/01/2022,03/01/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$3.02,N,$2.00
03/01/2022,03/01/2022,03/01/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($3.02),N,($1.02)
02/28/2022,02/28/2022,02/28/2022,Sweep,,Interest Payment,INT,--,,$0.01,N,$2.00
02/28/2022,02/28/2022,03/01/2022,Margin,TTD,TTD 2022-03-04 Call $91.00,BTO,1,$1.02,($102.00),N,$1.99
02/28/2022,02/28/2022,02/28/2022,Margin,,ACH Deposit,ACH,--,,$102.00,N,$103.99
02/28/2022,02/28/2022,03/01/2022,Margin,TTD,TTD 2022-03-04 Call $91.00,BTO,1,$0.73,($73.00),N,$1.99
02/28/2022,02/28/2022,02/28/2022,Margin,,ACH Deposit,ACH,--,,$10.00,N,$74.99
02/28/2022,02/28/2022,03/01/2022,Margin,BMY,BMY 2022-03-04 Call $70.00,STC,-5,$0.12,$59.98,N,$64.99
02/28/2022,02/28/2022,02/28/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$108.00,N,$5.01
02/28/2022,02/28/2022,02/28/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($108.00),N,($102.99)
02/25/2022,02/25/2022,02/28/2022,Margin,--,Option Expiration for TTD 2022-02-25 call $91.00,OEXP,1S,,--,N,$5.01
02/25/2022,02/25/2022,02/28/2022,Margin,--,Option Expiration for TTD 2022-02-25 call $89.00,OEXP,1S,,--,N,$5.01
02/25/2022,02/25/2022,02/25/2022,Margin,,ACH Deposit,ACH,--,,$5.00,N,$5.01
02/25/2022,02/25/2022,02/28/2022,Margin,BMY,BMY 2022-03-04 Call $70.00,BTO,1,$0.26,($26.00),N,$0.01
02/25/2022,02/25/2022,02/25/2022,Margin,,ACH Deposit,ACH,--,,$7.00,N,$26.01
02/25/2022,02/25/2022,02/28/2022,Margin,BMY,BMY 2022-03-04 Call $70.00,BTO,4,$0.26,($104.00),N,$19.01
02/25/2022,02/25/2022,02/25/2022,Margin,,ACH Deposit,ACH,--,,$5.00,N,$123.01
02/25/2022,02/25/2022,02/25/2022,Margin,,ACH Deposit,ACH,--,,$5.00,N,$118.01
02/25/2022,02/25/2022,02/25/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$42.94,N,$113.01
02/25/2022,02/25/2022,02/25/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($42.94),N,$70.07
02/24/2022,02/24/2022,02/25/2022,Margin,TTD,TTD 2022-02-25 Call $89.00,BTO,1,$0.09,($9.00),N,$113.01
02/24/2022,02/24/2022,02/25/2022,Margin,TTD,TTD 2022-02-25 Call $91.00,BTO,1,$0.03,($3.00),N,$122.01
02/24/2022,02/24/2022,02/24/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$12.00,N,$125.01
02/24/2022,02/24/2022,02/24/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($12.00),N,$113.01
02/24/2022,02/24/2022,02/24/2022,Margin,,ACH Withdrawal,ACH,--,,($12.00),N,$125.01
02/24/2022,02/24/2022,02/25/2022,Margin,TSLA,TSLA 2022-02-25 Call $825.00,STC,-1,$1.20,$119.98,N,$137.01
02/24/2022,02/24/2022,02/25/2022,Margin,TSLA,TSLA 2022-02-25 Call $825.00,BTO,1,$1.08,($108.00),N,$17.03
02/24/2022,02/24/2022,02/24/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$13.00,N,$125.03
02/24/2022,02/24/2022,02/24/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($13.00),N,$112.03
02/24/2022,02/24/2022,02/24/2022,Margin,,ACH Withdrawal,ACH,--,,($13.00),N,$125.03
02/24/2022,02/24/2022,02/25/2022,Margin,NFLX,NFLX 2022-02-25 Call $387.50,STC,-1,$1.25,$124.98,N,$138.03
02/24/2022,02/24/2022,02/25/2022,Margin,NFLX,NFLX 2022-02-25 Call $387.50,BTO,1,$1.12,($112.00),N,$13.05
02/24/2022,02/24/2022,02/25/2022,Margin,TSLA,TSLA 2022-02-25 Put $560.00,STC,-1,$0.30,$29.98,N,$125.05
02/24/2022,02/24/2022,02/24/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$33.00,N,$95.07
02/24/2022,02/24/2022,02/24/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($33.00),N,$62.07
02/24/2022,02/24/2022,02/24/2022,Margin,,ACH Withdrawal,ACH,--,,($33.00),N,$95.07
02/24/2022,02/24/2022,02/24/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$127.98,N,$128.07
02/24/2022,02/24/2022,02/24/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($127.98),N,$0.09
02/23/2022,02/23/2022,02/24/2022,Margin,TSLA,TSLA 2022-02-25 Put $700.00,STC,-1,$1.26,$125.98,N,$128.07
02/23/2022,02/23/2022,02/24/2022,Margin,TSLA,TSLA 2022-02-25 Put $700.00,BTO,1,$1.23,($123.00),N,$2.09
02/23/2022,02/23/2022,02/23/2022,Margin,,ACH Deposit,ACH,--,,$125.00,N,$125.09
02/23/2022,02/23/2022,02/23/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$13.00,N,$0.09
02/23/2022,02/23/2022,02/23/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($13.00),N,($12.91)
02/22/2022,02/22/2022,02/23/2022,Margin,TSLA,TSLA 2022-02-25 Put $560.00,BTO,1,$0.13,($13.00),N,$0.09
02/18/2022,02/18/2022,02/22/2022,Margin,--,Option Expiration for FB 2022-02-18 call $225.00,OEXP,3S,,--,N,$13.09
02/18/2022,02/18/2022,02/18/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$12.95,N,$13.09
02/18/2022,02/18/2022,02/18/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($12.95),N,$0.14
02/17/2022,02/17/2022,02/18/2022,Margin,FB,FB 2022-02-18 Call $225.00,BTO,1,$0.44,($44.00),N,$13.09
02/17/2022,02/17/2022,02/17/2022,Margin,,ACH Deposit,ACH,--,,$20.00,N,$57.09
02/17/2022,02/17/2022,02/17/2022,Margin,,ACH Deposit,ACH,--,,$25.00,N,$37.09
02/17/2022,02/17/2022,02/18/2022,Margin,FB,FB 2022-02-18 Call $225.00,BTO,2,$0.44,($88.00),N,$12.09
02/17/2022,02/17/2022,02/18/2022,Margin,MA,MA 2022-02-18 Call $400.00,STC,-20,$0.05,$99.95,N,$100.09
02/16/2022,02/16/2022,02/16/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$0.02,N,$0.14
02/16/2022,02/16/2022,02/16/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($0.02),N,$0.12
02/15/2022,02/15/2022,02/16/2022,Margin,MA,MA 2022-02-18 Call $400.00,BTO,10,$0.28,($280.00),N,$0.14
02/15/2022,02/15/2022,02/15/2022,Margin,,ACH Deposit,ACH,--,,$20.00,N,$280.14
02/15/2022,02/15/2022,02/15/2022,Margin,,ACH Deposit,ACH,--,,$260.00,N,$260.14
02/15/2022,02/15/2022,02/16/2022,Margin,MA,MA 2022-02-18 Call $400.00,BTO,10,$0.18,($180.00),N,$0.14
02/15/2022,02/15/2022,02/16/2022,Margin,GLD,GLD 2022-02-18 Call $176.00,STC,-6,$0.30,$179.98,N,$180.14
02/15/2022,02/15/2022,02/15/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$6.00,N,$0.16
02/15/2022,02/15/2022,02/15/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($6.00),N,($5.84)
02/14/2022,02/14/2022,02/15/2022,Margin,GLD,GLD 2022-02-18 Call $176.00,BTO,3,$0.75,($225.00),N,$0.16
02/14/2022,02/14/2022,02/14/2022,Margin,,ACH Deposit,ACH,--,,$219.00,N,$225.16
02/14/2022,02/14/2022,02/14/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$276.00,N,$6.16
02/14/2022,02/14/2022,02/14/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($276.00),N,($269.84)
02/11/2022,02/11/2022,02/14/2022,Margin,--,Option Expiration for DASH 2022-02-11 call $130.00,OEXP,5S,,--,N,$6.16
02/11/2022,02/11/2022,02/14/2022,Margin,GLD,GLD 2022-02-18 Call $176.00,BTO,3,$0.92,($276.00),N,$6.16
02/11/2022,02/11/2022,02/11/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$234.94,N,$282.16
02/11/2022,02/11/2022,02/11/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($234.94),N,$47.22
02/10/2022,02/10/2022,02/11/2022,Margin,GOOGL,"GOOGL 2022-02-11 Call $2,870.00",STC,-1,$2.80,$279.98,N,$282.16
02/10/2022,02/10/2022,02/11/2022,Margin,GOOGL,"GOOGL 2022-02-11 Call $2,870.00",BTO,1,$2.90,($290.00),N,$2.18
02/10/2022,02/10/2022,02/11/2022,Margin,NTES,NTES 2022-02-11 Call $109.00,STC,-4,$0.35,$139.98,N,$292.18
02/10/2022,02/10/2022,02/11/2022,Margin,NTES,NTES 2022-02-11 Call $109.00,STC,-3,$0.35,$104.98,N,$152.20
02/10/2022,02/10/2022,02/10/2022,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$47.22,N,$47.22
02/10/2022,02/10/2022,02/10/2022,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($47.22),N,$0.00
02/09/2022,02/09/2022,02/10/2022,Margin,NTES,NTES 2022-02-11 Call $109.00,BTO,4,$0.90,($360.00),N,$47.22
02/09/2022,02/09/2022,02/10/2022,Margin,NTES,NTES 2022-02-11 Call $109.00,BTO,1,$0.85,($85.00),N,$407.22
02/09/2022,02/09/2022,02/10/2022,Margin,NTES,NTES 2022-02-11 Call $109.00,BTO,2,$0.85,($170.00),N,$492.22
02/09/2022,02/09/2022,02/09/2022,Margin,,FDIC Sweep Journal,FSWP,--,,$42.26,N,$662.22
02/09/2022,02/09/2022,02/09/2022,Sweep,,FDIC Sweep Journal,FSWP,--,,($42.26),N,$619.96
02/09/2022,02/09/2022,02/09/2022,Margin,,ACH Withdrawal,ACH,--,,($280.00),N,$662.22
02/09/2022,02/09/2022,02/10/2022,Margin,NTES,NTES 2022-02-11 Call $107.00,STC,-4,$1.50,$599.98,N,$942.22
02/09/2022,02/09/2022,02/10/2022,Margin,BABA,BABA 2022-02-11 Call $129.00,STC,-2,$1.50,$299.98,N,$342.24
